Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
  0.00      1.71     0.00      116     0.00     0.00  std::vector<mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>*, std::allocator<mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>*> >::cbegin() const
  0.00      1.71     0.00      116     0.00     0.00  void std::allocator_traits<std::allocator<mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>*> >::destroy<mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>*>(std::allocator<mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>*>&, mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>**)
  0.00      1.71     0.00      116     0.00     0.00  std::vector<mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>*, std::allocator<mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>*> >::erase(__gnu_cxx::__normal_iterator<mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>* const*, std::vector<mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>*, std::allocator<mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>*> > >)
  0.00      1.71     0.00      116     0.00     0.00  std::vector<mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>*, std::allocator<mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>*> >::_M_erase(__gnu_cxx::__normal_iterator<mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>**, std::vector<mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>*, std::allocator<mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>*> > >)
  0.00      1.71     0.00      116     0.00     0.00  __gnu_cxx::__normal_iterator<mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>**, std::vector<mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>*, std::allocator<mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>*> > > std::__remove_if<__gnu_cxx::__normal_iterator<mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>**, std::vector<mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>*, std::allocator<mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>*> > >, __gnu_cxx::__ops::_Iter_pred<mcts::Tree<game::penguin::BoardCell, game::penguin::HumanPlayer, game::penguin::PenguinPawn>::moveRootToMove(game::Move<game::penguin::BoardCell, game::penguin::PenguinPawn> const&)::{lambda(mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>*&)#2}> >(__gnu_cxx::__ops::_Iter_pred<mcts::Tree<game::penguin::BoardCell, game::penguin::HumanPlayer, game::penguin::PenguinPawn>::moveRootToMove(game::Move<game::penguin::BoardCell, game::penguin::PenguinPawn> const&)::{lambda(mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>*&)#2}>, __gnu_cxx::__ops::_Iter_pred<mcts::Tree<game::penguin::BoardCell, game::penguin::HumanPlayer, game::penguin::PenguinPawn>::moveRootToMove(game::Move<game::penguin::BoardCell, game::penguin::PenguinPawn> const&)::{lambda(mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>*&)#2}>, __gnu_cxx::__ops::_Iter_pred<mcts::Tree<game::penguin::BoardCell, game::penguin::HumanPlayer, game::penguin::PenguinPawn>::moveRootToMove(game::Move<game::penguin::BoardCell, game::penguin::PenguinPawn> const&)::{lambda(mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>*&)#2}>)
  0.00      1.71     0.00      116     0.00     0.04  __gnu_cxx::__normal_iterator<game::Move<game::penguin::BoardCell, game::penguin::PenguinPawn>*, std::vector<game::Move<game::penguin::BoardCell, game::penguin::PenguinPawn>, std::allocator<game::Move<game::penguin::BoardCell, game::penguin::PenguinPawn> > > > std::find_if<__gnu_cxx::__normal_iterator<game::Move<game::penguin::BoardCell, game::penguin::PenguinPawn>*, std::vector<game::Move<game::penguin::BoardCell, game::penguin::PenguinPawn>, std::allocator<game::Move<game::penguin::BoardCell, game::penguin::PenguinPawn> > > >, mcts::Tree<game::penguin::BoardCell, game::penguin::HumanPlayer, game::penguin::PenguinPawn>::moveRootToMove(game::Move<game::penguin::BoardCell, game::penguin::PenguinPawn> const&)::{lambda(game::Move<game::penguin::BoardCell, game::penguin::PenguinPawn> const&)#3}>(mcts::Tree<game::penguin::BoardCell, game::penguin::HumanPlayer, game::penguin::PenguinPawn>::moveRootToMove(game::Move<game::penguin::BoardCell, game::penguin::PenguinPawn> const&)::{lambda(game::Move<game::penguin::BoardCell, game::penguin::PenguinPawn> const&)#3}, mcts::Tree<game::penguin::BoardCell, game::penguin::HumanPlayer, game::penguin::PenguinPawn>::moveRootToMove(game::Move<game::penguin::BoardCell, game::penguin::PenguinPawn> const&)::{lambda(game::Move<game::penguin::BoardCell, game::penguin::PenguinPawn> const&)#3}, mcts::Tree<game::penguin::BoardCell, game::penguin::HumanPlayer, game::penguin::PenguinPawn>::moveRootToMove(game::Move<game::penguin::BoardCell, game::penguin::PenguinPawn> const&)::{lambda(game::Move<game::penguin::BoardCell, game::penguin::PenguinPawn> const&)#3})
  0.00      1.71     0.00      116     0.00     0.00  __gnu_cxx::__normal_iterator<mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>**, std::vector<mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>*, std::allocator<mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>*> > > std::find_if<__gnu_cxx::__normal_iterator<mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>**, std::vector<mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>*, std::allocator<mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>*> > >, mcts::Tree<game::penguin::BoardCell, game::penguin::HumanPlayer, game::penguin::PenguinPawn>::moveRootToMove(game::Move<game::penguin::BoardCell, game::penguin::PenguinPawn> const&)::{lambda(mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>*&)#1}>(mcts::Tree<game::penguin::BoardCell, game::penguin::HumanPlayer, game::penguin::PenguinPawn>::moveRootToMove(game::Move<game::penguin::BoardCell, game::penguin::PenguinPawn> const&)::{lambda(mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>*&)#1}, mcts::Tree<game::penguin::BoardCell, game::penguin::HumanPlayer, game::penguin::PenguinPawn>::moveRootToMove(game::Move<game::penguin::BoardCell, game::penguin::PenguinPawn> const&)::{lambda(mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>*&)#1}, mcts::Tree<game::penguin::BoardCell, game::penguin::HumanPlayer, game::penguin::PenguinPawn>::moveRootToMove(game::Move<game::penguin::BoardCell, game::penguin::PenguinPawn> const&)::{lambda(mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>*&)#1})
  0.00      1.71     0.00      116     0.00     0.00  __gnu_cxx::__normal_iterator<game::Move<game::penguin::BoardCell, game::penguin::PenguinPawn>*, std::vector<game::Move<game::penguin::BoardCell, game::penguin::PenguinPawn>, std::allocator<game::Move<game::penguin::BoardCell, game::penguin::PenguinPawn> > > > std::__find_if<__gnu_cxx::__normal_iterator<game::Move<game::penguin::BoardCell, game::penguin::PenguinPawn>*, std::vector<game::Move<game::penguin::BoardCell, game::penguin::PenguinPawn>, std::allocator<game::Move<game::penguin::BoardCell, game::penguin::PenguinPawn> > > >, __gnu_cxx::__ops::_Iter_pred<mcts::Tree<game::penguin::BoardCell, game::penguin::HumanPlayer, game::penguin::PenguinPawn>::moveRootToMove(game::Move<game::penguin::BoardCell, game::penguin::PenguinPawn> const&)::{lambda(game::Move<game::penguin::BoardCell, game::penguin::PenguinPawn> const&)#3}> >(__gnu_cxx::__ops::_Iter_pred<mcts::Tree<game::penguin::BoardCell, game::penguin::HumanPlayer, game::penguin::PenguinPawn>::moveRootToMove(game::Move<game::penguin::BoardCell, game::penguin::PenguinPawn> const&)::{lambda(game::Move<game::penguin::BoardCell, game::penguin::PenguinPawn> const&)#3}>, __gnu_cxx::__ops::_Iter_pred<mcts::Tree<game::penguin::BoardCell, game::penguin::HumanPlayer, game::penguin::PenguinPawn>::moveRootToMove(game::Move<game::penguin::BoardCell, game::penguin::PenguinPawn> const&)::{lambda(game::Move<game::penguin::BoardCell, game::penguin::PenguinPawn> const&)#3}>, __gnu_cxx::__ops::_Iter_pred<mcts::Tree<game::penguin::BoardCell, game::penguin::HumanPlayer, game::penguin::PenguinPawn>::moveRootToMove(game::Move<game::penguin::BoardCell, game::penguin::PenguinPawn> const&)::{lambda(game::Move<game::penguin::BoardCell, game::penguin::PenguinPawn> const&)#3}>, std::random_access_iterator_tag)
  0.00      1.71     0.00      116     0.00     0.00  __gnu_cxx::__normal_iterator<mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>**, std::vector<mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>*, std::allocator<mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>*> > > std::__find_if<__gnu_cxx::__normal_iterator<mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>**, std::vector<mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>*, std::allocator<mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>*> > >, __gnu_cxx::__ops::_Iter_pred<mcts::Tree<game::penguin::BoardCell, game::penguin::HumanPlayer, game::penguin::PenguinPawn>::moveRootToMove(game::Move<game::penguin::BoardCell, game::penguin::PenguinPawn> const&)::{lambda(mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>*&)#2}> >(__gnu_cxx::__ops::_Iter_pred<mcts::Tree<game::penguin::BoardCell, game::penguin::HumanPlayer, game::penguin::PenguinPawn>::moveRootToMove(game::Move<game::penguin::BoardCell, game::penguin::PenguinPawn> const&)::{lambda(mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>*&)#2}>, __gnu_cxx::__ops::_Iter_pred<mcts::Tree<game::penguin::BoardCell, game::penguin::HumanPlayer, game::penguin::PenguinPawn>::moveRootToMove(game::Move<game::penguin::BoardCell, game::penguin::PenguinPawn> const&)::{lambda(mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>*&)#2}>, __gnu_cxx::__ops::_Iter_pred<mcts::Tree<game::penguin::BoardCell, game::penguin::HumanPlayer, game::penguin::PenguinPawn>::moveRootToMove(game::Move<game::penguin::BoardCell, game::penguin::PenguinPawn> const&)::{lambda(mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>*&)#2}>)
  0.00      1.71     0.00      116     0.00     0.00  __gnu_cxx::__normal_iterator<mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>**, std::vector<mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>*, std::allocator<mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>*> > > std::__find_if<__gnu_cxx::__normal_iterator<mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>**, std::vector<mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>*, std::allocator<mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>*> > >, __gnu_cxx::__ops::_Iter_pred<mcts::Tree<game::penguin::BoardCell, game::penguin::HumanPlayer, game::penguin::PenguinPawn>::moveRootToMove(game::Move<game::penguin::BoardCell, game::penguin::PenguinPawn> const&)::{lambda(mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>*&)#2}> >(__gnu_cxx::__ops::_Iter_pred<mcts::Tree<game::penguin::BoardCell, game::penguin::HumanPlayer, game::penguin::PenguinPawn>::moveRootToMove(game::Move<game::penguin::BoardCell, game::penguin::PenguinPawn> const&)::{lambda(mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>*&)#2}>, __gnu_cxx::__ops::_Iter_pred<mcts::Tree<game::penguin::BoardCell, game::penguin::HumanPlayer, game::penguin::PenguinPawn>::moveRootToMove(game::Move<game::penguin::BoardCell, game::penguin::PenguinPawn> const&)::{lambda(mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>*&)#2}>, __gnu_cxx::__ops::_Iter_pred<mcts::Tree<game::penguin::BoardCell, game::penguin::HumanPlayer, game::penguin::PenguinPawn>::moveRootToMove(game::Move<game::penguin::BoardCell, game::penguin::PenguinPawn> const&)::{lambda(mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>*&)#2}>, std::random_access_iterator_tag)
  0.00      1.71     0.00      116     0.00     0.00  __gnu_cxx::__normal_iterator<mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>**, std::vector<mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>*, std::allocator<mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>*> > > std::__find_if<__gnu_cxx::__normal_iterator<mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>**, std::vector<mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>*, std::allocator<mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>*> > >, __gnu_cxx::__ops::_Iter_pred<mcts::Tree<game::penguin::BoardCell, game::penguin::HumanPlayer, game::penguin::PenguinPawn>::moveRootToMove(game::Move<game::penguin::BoardCell, game::penguin::PenguinPawn> const&)::{lambda(mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>*&)#1}> >(__gnu_cxx::__ops::_Iter_pred<mcts::Tree<game::penguin::BoardCell, game::penguin::HumanPlayer, game::penguin::PenguinPawn>::moveRootToMove(game::Move<game::penguin::BoardCell, game::penguin::PenguinPawn> const&)::{lambda(mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>*&)#1}>, __gnu_cxx::__ops::_Iter_pred<mcts::Tree<game::penguin::BoardCell, game::penguin::HumanPlayer, game::penguin::PenguinPawn>::moveRootToMove(game::Move<game::penguin::BoardCell, game::penguin::PenguinPawn> const&)::{lambda(mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>*&)#1}>, __gnu_cxx::__ops::_Iter_pred<mcts::Tree<game::penguin::BoardCell, game::penguin::HumanPlayer, game::penguin::PenguinPawn>::moveRootToMove(game::Move<game::penguin::BoardCell, game::penguin::PenguinPawn> const&)::{lambda(mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>*&)#1}>)
  0.00      1.71     0.00      116     0.00     0.00  __gnu_cxx::__normal_iterator<mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>**, std::vector<mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>*, std::allocator<mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>*> > > std::__find_if<__gnu_cxx::__normal_iterator<mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>**, std::vector<mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>*, std::allocator<mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>*> > >, __gnu_cxx::__ops::_Iter_pred<mcts::Tree<game::penguin::BoardCell, game::penguin::HumanPlayer, game::penguin::PenguinPawn>::moveRootToMove(game::Move<game::penguin::BoardCell, game::penguin::PenguinPawn> const&)::{lambda(mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>*&)#1}> >(__gnu_cxx::__ops::_Iter_pred<mcts::Tree<game::penguin::BoardCell, game::penguin::HumanPlayer, game::penguin::PenguinPawn>::moveRootToMove(game::Move<game::penguin::BoardCell, game::penguin::PenguinPawn> const&)::{lambda(mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>*&)#1}>, __gnu_cxx::__ops::_Iter_pred<mcts::Tree<game::penguin::BoardCell, game::penguin::HumanPlayer, game::penguin::PenguinPawn>::moveRootToMove(game::Move<game::penguin::BoardCell, game::penguin::PenguinPawn> const&)::{lambda(mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>*&)#1}>, __gnu_cxx::__ops::_Iter_pred<mcts::Tree<game::penguin::BoardCell, game::penguin::HumanPlayer, game::penguin::PenguinPawn>::moveRootToMove(game::Move<game::penguin::BoardCell, game::penguin::PenguinPawn> const&)::{lambda(mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>*&)#1}>, std::random_access_iterator_tag)
  0.00      1.71     0.00      116     0.00     0.00  __gnu_cxx::__normal_iterator<mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>**, std::vector<mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>*, std::allocator<mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>*> > > std::remove_if<__gnu_cxx::__normal_iterator<mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>**, std::vector<mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>*, std::allocator<mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>*> > >, mcts::Tree<game::penguin::BoardCell, game::penguin::HumanPlayer, game::penguin::PenguinPawn>::moveRootToMove(game::Move<game::penguin::BoardCell, game::penguin::PenguinPawn> const&)::{lambda(mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>*&)#2}>(mcts::Tree<game::penguin::BoardCell, game::penguin::HumanPlayer, game::penguin::PenguinPawn>::moveRootToMove(game::Move<game::penguin::BoardCell, game::penguin::PenguinPawn> const&)::{lambda(mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>*&)#2}, mcts::Tree<game::penguin::BoardCell, game::penguin::HumanPlayer, game::penguin::PenguinPawn>::moveRootToMove(game::Move<game::penguin::BoardCell, game::penguin::PenguinPawn> const&)::{lambda(mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>*&)#2}, mcts::Tree<game::penguin::BoardCell, game::penguin::HumanPlayer, game::penguin::PenguinPawn>::moveRootToMove(game::Move<game::penguin::BoardCell, game::penguin::PenguinPawn> const&)::{lambda(mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>*&)#2})
  0.00      1.71     0.00      108     0.00     0.00  bool __gnu_cxx::__ops::_Iter_pred<mcts::MCTSPlayer<game::penguin::BoardCell, game::penguin::HumanPlayer, game::penguin::PenguinPawn>::getCorrespondingMove(game::Move<game::penguin::BoardCell, game::penguin::PenguinPawn> const&) const::{lambda(game::Move<game::penguin::BoardCell, game::penguin::PenguinPawn> const&)#1}>::operator()<__gnu_cxx::__normal_iterator<game::Move<game::penguin::BoardCell, game::penguin::PenguinPawn>*, std::vector<game::Move<game::penguin::BoardCell, game::penguin::PenguinPawn>, std::allocator<game::Move<game::penguin::BoardCell, game::penguin::PenguinPawn> > > > >(__gnu_cxx::__normal_iterator<game::Move<game::penguin::BoardCell, game::penguin::PenguinPawn>*, std::vector<game::Move<game::penguin::BoardCell, game::penguin::PenguinPawn>, std::allocator<game::Move<game::penguin::BoardCell, game::penguin::PenguinPawn> > > >)
  0.00      1.71     0.00      108     0.00     0.00  __gnu_cxx::new_allocator<std::thread>::max_size() const
  0.00      1.71     0.00      108     0.00     0.00  mcts::MCTSPlayer<game::penguin::BoardCell, game::penguin::HumanPlayer, game::penguin::PenguinPawn>::getCorrespondingMove(game::Move<game::penguin::BoardCell, game::penguin::PenguinPawn> const&) const::{lambda(game::Move<game::penguin::BoardCell, game::penguin::PenguinPawn> const&)#1}::operator()(game::Move<game::penguin::BoardCell, game::penguin::PenguinPawn> const&) const
  0.00      1.71     0.00      107     0.00     0.00  mcts::MCTS<game::penguin::BoardCell, game::penguin::HumanPlayer, game::penguin::PenguinPawn>::~MCTS()
  0.00      1.71     0.00      105     0.00     0.00  bool std::operator==<std::thread*>(std::move_iterator<std::thread*> const&, std::move_iterator<std::thread*> const&)
  0.00      1.71     0.00      101     0.00     0.00  bool std::operator!=<std::thread*>(std::move_iterator<std::thread*> const&, std::move_iterator<std::thread*> const&)
  0.00      1.71     0.00       96     0.00     0.00  std::__uniq_ptr_impl<std::thread::_State, std::default_delete<std::thread::_State> >::_M_ptr()
  0.00      1.71     0.00       92     0.00     0.00  std::thread::_State*& std::__get_helper<0ul, std::thread::_State*, std::default_delete<std::thread::_State> >(std::_Tuple_impl<0ul, std::thread::_State*, std::default_delete<std::thread::_State> >&)
  0.00      1.71     0.00       92     0.00     0.00  std::tuple_element<0ul, std::tuple<std::thread::_State*, std::default_delete<std::thread::_State> > >::type& std::get<0ul, std::thread::_State*, std::default_delete<std::thread::_State> >(std::tuple<std::thread::_State*, std::default_delete<std::thread::_State> >&)
  0.00      1.71     0.00       91     0.00     0.00  std::_Head_base<0ul, unsigned long (mcts::MCTS<game::penguin::BoardCell, game::penguin::HumanPlayer, game::penguin::PenguinPawn>::*)(), false>::_Head_base<unsigned long (mcts::MCTS<game::penguin::BoardCell, game::penguin::HumanPlayer, game::penguin::PenguinPawn>::*)()>(unsigned long (mcts::MCTS<game::penguin::BoardCell, game::penguin::HumanPlayer, game::penguin::PenguinPawn>::*&&)())
  0.00      1.71     0.00       91     0.00     0.00  void std::_Destroy<std::thread>(std::thread*)
  0.00      1.71     0.00       90     0.00     0.00  std::_Head_base<0ul, std::thread::_State*, false>::_M_head(std::_Head_base<0ul, std::thread::_State*, false>&)
  0.00      1.71     0.00       90     0.00     0.00  std::_Tuple_impl<0ul, std::thread::_State*, std::default_delete<std::thread::_State> >::_M_head(std::_Tuple_impl<0ul, std::thread::_State*, std::default_delete<std::thread::_State> >&)
  0.00      1.71     0.00       85     0.00     0.00  std::thread::_Invoker<std::tuple<unsigned long (mcts::MCTS<game::penguin::BoardCell, game::penguin::HumanPlayer, game::penguin::PenguinPawn>::*)(), mcts::MCTS<game::penguin::BoardCell, game::penguin::HumanPlayer, game::penguin::PenguinPawn> > >&& std::forward<std::thread::_Invoker<std::tuple<unsigned long (mcts::MCTS<game::penguin::BoardCell, game::penguin::HumanPlayer, game::penguin::PenguinPawn>::*)(), mcts::MCTS<game::penguin::BoardCell, game::penguin::HumanPlayer, game::penguin::PenguinPawn> > > >(std::remove_reference<std::thread::_Invoker<std::tuple<unsigned long (mcts::MCTS<game::penguin::BoardCell, game::penguin::HumanPlayer, game::penguin::PenguinPawn>::*)(), mcts::MCTS<game::penguin::BoardCell, game::penguin::HumanPlayer, game::penguin::PenguinPawn> > > >::type&)
  0.00      1.71     0.00       78     0.00     0.00  std::thread::swap(std::thread&)
  0.00      1.71     0.00       77     0.00     0.00  std::thread* std::uninitialized_copy<std::move_iterator<std::thread*>, std::thread*>(std::move_iterator<std::thread*>, std::move_iterator<std::thread*>, std::thread*)
  0.00      1.71     0.00       76     0.00     0.00  std::_Tuple_impl<0ul, unsigned long (mcts::MCTS<game::penguin::BoardCell, game::penguin::HumanPlayer, game::penguin::PenguinPawn>::*)(), mcts::MCTS<game::penguin::BoardCell, game::penguin::HumanPlayer, game::penguin::PenguinPawn> >::~_Tuple_impl()
  0.00      1.71     0.00       76     0.00     0.00  std::thread* std::__uninitialized_copy<false>::__uninit_copy<std::move_iterator<std::thread*>, std::thread*>(std::move_iterator<std::thread*>, std::move_iterator<std::thread*>, std::thread*)
  0.00      1.71     0.00       76     0.00     0.00  std::thread::thread(std::thread&&)
  0.00      1.71     0.00       75     0.00     0.00  std::thread* std::__uninitialized_move_if_noexcept_a<std::thread*, std::thread*, std::allocator<std::thread> >(std::thread*, std::thread*, std::thread*, std::allocator<std::thread>&)
  0.00      1.71     0.00       74     0.00     0.00  std::enable_if<std::__and_<std::__not_<std::__is_tuple_like<std::thread::id> >, std::is_move_constructible<std::thread::id>, std::is_move_assignable<std::thread::id> >::value, void>::type std::swap<std::thread::id>(std::thread::id&, std::thread::id&)
  0.00      1.71     0.00       73     0.00     0.00  __gnu_cxx::__normal_iterator<std::thread*, std::vector<std::thread, std::allocator<std::thread> > >::__normal_iterator(std::thread* const&)
  0.00      1.71     0.00       72     0.00     0.00  std::_Tuple_impl<0ul, unsigned long (mcts::MCTS<game::penguin::BoardCell, game::penguin::HumanPlayer, game::penguin::PenguinPawn>::*)(), mcts::MCTS<game::penguin::BoardCell, game::penguin::HumanPlayer, game::penguin::PenguinPawn> >::_M_head(std::_Tuple_impl<0ul, unsigned long (mcts::MCTS<game::penguin::BoardCell, game::penguin::HumanPlayer, game::penguin::PenguinPawn>::*)(), mcts::MCTS<game::penguin::BoardCell, game::penguin::HumanPlayer, game::penguin::PenguinPawn> >&)
  0.00      1.71     0.00       71     0.00     0.00  std::_Head_base<0ul, unsigned long (mcts::MCTS<game::penguin::BoardCell, game::penguin::HumanPlayer, game::penguin::PenguinPawn>::*)(), false>::_M_head(std::_Head_base<0ul, unsigned long (mcts::MCTS<game::penguin::BoardCell, game::penguin::HumanPlayer, game::penguin::PenguinPawn>::*)(), false>&)
  0.00      1.71     0.00       71     0.00     0.00  std::_Head_base<1ul, mcts::MCTS<game::penguin::BoardCell, game::penguin::HumanPlayer, game::penguin::PenguinPawn>, false>::~_Head_base()
  0.00      1.71     0.00       71     0.00     0.00  std::_Tuple_impl<1ul, mcts::MCTS<game::penguin::BoardCell, game::penguin::HumanPlayer, game::penguin::PenguinPawn> >::~_Tuple_impl()
  0.00      1.71     0.00       71     0.00     0.00  std::tuple<unsigned long (mcts::MCTS<game::penguin::BoardCell, game::penguin::HumanPlayer, game::penguin::PenguinPawn>::*)(), mcts::MCTS<game::penguin::BoardCell, game::penguin::HumanPlayer, game::penguin::PenguinPawn> >::~tuple()
  0.00      1.71     0.00       71     0.00     0.00  std::thread* std::__uninitialized_copy_a<std::move_iterator<std::thread*>, std::thread*, std::thread>(std::move_iterator<std::thread*>, std::move_iterator<std::thread*>, std::thread*, std::allocator<std::thread>&)
  0.00      1.71     0.00       70     0.00     0.00  std::_Tuple_impl<1ul, mcts::MCTS<game::penguin::BoardCell, game::penguin::HumanPlayer, game::penguin::PenguinPawn> >::_M_head(std::_Tuple_impl<1ul, mcts::MCTS<game::penguin::BoardCell, game::penguin::HumanPlayer, game::penguin::PenguinPawn> >&)
  0.00      1.71     0.00       70     0.00     0.00  std::allocator_traits<std::allocator<std::thread> >::max_size(std::allocator<std::thread> const&)
  0.00      1.71     0.00       67     0.00     0.00  std::_Vector_base<std::thread, std::allocator<std::thread> >::_M_get_Tp_allocator() const
  0.00      1.71     0.00       67     0.00     0.00  std::_Head_base<1ul, mcts::MCTS<game::penguin::BoardCell, game::penguin::HumanPlayer, game::penguin::PenguinPawn>, false>::_M_head(std::_Head_base<1ul, mcts::MCTS<game::penguin::BoardCell, game::penguin::HumanPlayer, game::penguin::PenguinPawn>, false>&)
  0.00      1.71     0.00       67     0.00     0.00  std::thread::_Invoker<std::tuple<unsigned long (mcts::MCTS<game::penguin::BoardCell, game::penguin::HumanPlayer, game::penguin::PenguinPawn>::*)(), mcts::MCTS<game::penguin::BoardCell, game::penguin::HumanPlayer, game::penguin::PenguinPawn> > >::~_Invoker()
  0.00      1.71     0.00       66     0.00     0.00  std::vector<std::thread, std::allocator<std::thread> >::max_size() const
  0.00      1.71     0.00       64     0.00     0.00  game::AbstractPawn<game::penguin::HumanPlayer, game::penguin::BoardCell>::getId() const
  0.00      1.71     0.00       60     0.00     0.06  mcts::Tree<game::penguin::BoardCell, game::penguin::HumanPlayer, game::penguin::PenguinPawn>::merge(mcts::Tree<game::penguin::BoardCell, game::penguin::HumanPlayer, game::penguin::PenguinPawn> const* const&)
  0.00      1.71     0.00       56     0.00     0.00  mcts::MCTS<game::penguin::BoardCell, game::penguin::HumanPlayer, game::penguin::PenguinPawn>::MCTS(mcts::Tree<game::penguin::BoardCell, game::penguin::HumanPlayer, game::penguin::PenguinPawn>*&, mcts::MCTSConstraints const&)
  0.00      1.71     0.00       54     0.00     0.00  void std::_Destroy_aux<false>::__destroy<std::thread*>(std::thread*, std::thread*)
